UserID,SessionID,page_views,product_views,add_to_cart,purchases,cart_value,session_duration,Purchased
249,2,2,0,2,0,0.0,15384067.883745,0
249,3,0,1,0,1,285.61020100394444,11579395.090762,1
249,4,2,1,0,0,0.0,11649069.503251,0
249,5,2,0,1,0,0.0,15973079.266932,0
249,6,0,2,0,4,932.0121545165143,13285933.60769,1
249,7,0,0,1,2,404.98553639593,12675215.033162,1
249,8,2,2,0,0,0.0,12684969.102366,0
249,9,2,0,1,0,0.0,12348043.048044,0
249,10,0,2,1,1,9.572879415709233,16490442.392732,1
250,1,0,1,1,0,0.0,15770594.882426,0
250,2,0,4,1,2,798.3471488517939,16116784.224316,1
250,3,0,3,3,0,0.0,13759717.766688,0
250,4,0,2,2,2,768.903849169855,14299364.195148,1
250,5,0,1,0,0,0.0,8780866.161708,0
250,6,1,0,1,2,923.7521716509016,12716831.836329,1
250,7,1,1,1,0,0.0,16592054.833164,0
250,8,2,0,3,2,588.3538277739203,12844282.396039,1
250,9,0,0,1,1,405.9215076206493,14841144.621592,1
250,10,1,1,2,0,0.0,15430700.012748,0
251,1,3,0,2,2,495.5142412159769,14529748.424086,1
251,2,1,2,1,1,263.40648659212457,16424171.158272,1
251,3,1,1,0,2,308.0687586671388,14610022.503633,1
251,4,3,0,0,1,232.00430473887525,13376296.280078,1
251,5,2,2,0,0,0.0,9489456.024805,0
251,6,0,1,0,0,0.0,9463290.55807,0
251,7,0,1,1,2,690.4242653040922,6633018.396522,1
251,8,2,0,2,1,335.6426801867242,8969553.524102,1
251,9,0,0,0,1,96.51007666617012,11926778.930003,1
251,10,2,4,0,2,400.77702807167617,15745996.092549,1
252,1,1,0,2,1,315.7472222602662,11203455.986618,1
252,2,1,1,0,3,1036.3255350988525,14259862.054142,1
252,3,1,1,1,2,171.767337455775,10528852.411547,1
252,4,2,1,1,0,0.0,16723155.413877,0
252,5,0,1,2,1,104.55621988694227,16752875.030939,1
252,6,4,1,2,0,0.0,14813191.055932,0
252,7,2,1,1,0,0.0,16530019.94642,0
252,8,1,1,1,4,509.90726365002445,12111803.147725,1
252,9,1,0,0,0,0.0,10716239.561488,0
252,10,2,2,0,1,150.95664198325446,14681941.870491,1
253,1,0,0,1,2,914.5893562956351,15421539.868438,1
253,2,0,2,2,2,702.3405752855109,13939551.580419,1
253,3,1,1,1,1,308.93959423360803,15054418.105681,1
253,4,0,1,2,0,0.0,15906853.485191,0
253,5,0,0,1,0,0.0,13472462.137722,0
253,6,2,0,2,0,0.0,13781444.766319,0
253,7,0,1,1,2,677.7697097728139,8552617.959622,1
253,8,1,1,2,1,134.17278935949537,14808087.641023,1
253,9,2,1,1,0,0.0,14395370.370954,0
253,10,1,2,1,2,514.7310608309147,13064958.172811,1
254,1,2,3,1,1,224.57601092150003,12542690.526683,1
254,2,0,0,1,3,427.7345931345774,15958330.217658,1
254,3,1,0,0,2,444.24092677473436,14917312.408244,1
254,4,1,0,3,3,794.3982249070424,17311652.733217,1
254,5,2,2,1,1,108.13812854544152,17330619.127021,1
254,6,1,1,1,3,806.716190757156,14257081.205223,1
254,7,0,5,0,2,624.1022136113805,13721256.700532,1
254,8,2,1,1,1,8.743953171221467,13659229.538477,1
254,9,0,4,1,2,348.5788524076221,15406670.109577,1
254,10,1,0,2,1,397.4420267319813,15891846.736025,1
255,1,2,1,0,1,91.24647856408386,11594127.728785,1
255,2,2,1,0,1,238.9149253513864,14805143.725379,1
255,3,3,2,0,0,0.0,14196482.157504,0
255,4,0,0,2,0,0.0,9125223.901579,0
255,5,3,1,0,1,264.64460420392413,16105438.774625,1
255,6,3,0,0,2,920.623509774551,11311948.144497,1
255,7,2,1,0,1,383.6037150549319,9471125.233699,1
255,8,2,1,0,0,0.0,15387774.697513,0
255,9,1,2,0,0,0.0,16214556.749966,0
255,10,2,2,0,0,0.0,15986815.758571,0
256,1,2,0,0,0,0.0,15196127.555433,0
256,2,2,1,0,1,278.39004336436943,10017860.161615,1
256,3,1,1,1,0,0.0,10697430.968122,0
256,4,0,0,2,2,900.8117883293116,16377523.855086,1
256,5,4,0,2,1,29.95603200310455,13509310.624379,1
256,6,2,2,2,0,0.0,12288329.907971,0
256,7,1,2,2,1,464.2337585146661,14003986.171437,1
256,8,2,2,0,1,232.0581547966535,16339691.154496,1
256,9,1,0,0,2,627.0878864022068,10937141.997789,1
256,10,1,1,1,1,410.1254648389141,12614839.458844,1
257,1,5,0,0,0,0.0,14905159.283418,0
257,2,2,0,1,1,186.34017258406968,17066117.634569,1
257,3,1,1,1,2,762.0406541820225,17405146.310439,1
257,4,0,0,1,2,395.6715280904387,15454980.977069,1
257,5,0,0,0,3,759.6173583951861,10647855.508457,1
257,6,1,0,3,0,0.0,14600706.550674,0
257,7,0,0,1,2,627.4741719830897,14483708.285451,1
257,8,3,0,0,2,303.4904073987812,12228387.453862,1
257,9,1,1,1,0,0.0,16366128.589567,0
257,10,2,0,0,1,91.43071412805396,16553001.381163,1
258,1,0,4,1,0,0.0,11712627.744537,0
258,2,0,1,1,0,0.0,11155283.256336,0
258,3,1,1,1,0,0.0,13146453.193191,0
258,4,1,0,3,2,695.9522412779859,15485848.853362,1
258,5,5,0,2,0,0.0,9277921.093946,0
258,6,0,0,1,0,0.0,15032521.810397,0
258,7,1,2,0,2,374.92474394359044,7557101.305986,1
258,8,0,1,1,1,99.7149728427208,13419491.796936,1
258,9,1,2,1,0,0.0,13422193.540371,0
258,10,3,0,2,2,807.5398721135898,15388740.045435,1
259,1,2,0,0,0,0.0,12777873.757923,0
259,2,3,1,1,2,552.7756776772957,14473175.736819,1
259,3,1,1,3,1,200.05900345854596,15081442.345277,1
259,4,1,1,0,0,0.0,7704749.913932,0
259,5,1,2,0,2,700.8388485297669,16096016.091687,1
259,6,1,0,1,1,439.7318420128588,16244627.172073,1
259,7,1,1,1,1,356.8489188978607,14842759.144179,1
259,8,0,0,0,1,318.8844033621825,12366151.692253,1
259,9,2,1,0,2,625.7375172208325,11058344.077397,1
259,10,1,1,1,2,376.74164038837125,13058173.649459,1
260,1,0,0,0,2,531.9419609490692,13806118.888677,1
260,2,3,1,1,1,405.8890865729606,10421345.291484,1
260,3,0,2,0,2,341.68990820796034,17354434.747937,1
260,4,0,1,1,3,737.9702746574599,11675348.623385,1
260,5,1,0,2,2,670.9860096800085,16998112.665754,1
260,6,0,2,1,3,787.202669803934,15990273.196105,1
260,7,2,0,1,1,228.01518305607777,13848369.082293,1
260,8,1,1,0,2,738.8725345868818,14561424.306809,1
260,9,0,0,1,0,0.0,14588591.428645,0
260,10,1,0,2,1,491.9467606844553,9784489.40231,1
261,1,0,1,0,4,1218.7779640211045,12664375.353943,1
261,2,0,1,3,1,106.87695503370196,17188776.439816,1
261,3,0,0,1,1,245.0579961210315,12355570.477064,1
261,4,1,2,2,1,226.4140765924794,16060440.883659,1
261,5,2,1,1,2,614.8966346790069,16867895.237908,1
261,6,2,0,0,1,384.15928694308326,15113938.131761,1
261,7,2,0,2,1,324.9201041318425,10111341.564888,1
261,8,0,2,3,3,871.4649279954531,15246349.000446,1
261,9,0,1,0,0,0.0,11405401.671978,0
261,10,3,0,1,0,0.0,13206626.531666,0
262,1,2,1,2,0,0.0,12564192.167616,0
262,2,1,1,0,3,485.7173213293505,15167880.337192,1
262,3,1,0,1,0,0.0,9287007.860148,0
262,4,0,1,0,0,0.0,14674432.530825,0
262,5,2,1,1,1,143.53994296494338,12503146.873793,1
262,6,0,1,4,2,485.2613655272475,15632554.324383,1
262,7,1,0,0,0,0.0,13818184.519581,0
262,8,1,1,1,0,0.0,13534892.374208,0
262,9,1,2,1,0,0.0,16128400.604161,0
262,10,0,1,3,2,474.37049870674446,14265194.169688,1
263,1,1,1,1,2,583.460786689526,11506188.978844,1
263,2,1,2,1,0,0.0,16754829.658558,0
263,3,1,1,1,0,0.0,16773442.737097,0
263,4,0,2,2,1,131.302955475283,13303226.170942,1
263,5,2,1,1,2,527.7306108069199,13730240.482409,1
263,6,2,0,1,1,407.0034020216273,13107473.500327,1
263,7,0,0,1,2,629.3341229342388,11269328.575059,1
263,8,2,0,0,0,0.0,11574317.330327,0
263,9,0,0,0,3,863.9087643009616,9781120.456413,1
263,10,0,0,3,2,238.22637980400532,17006745.359077,1
264,1,1,2,1,0,0.0,15755587.897085,0
264,2,0,0,0,2,321.11885560775465,13298523.958004,1
264,3,0,1,0,2,298.4526692420096,10489179.267373,1
264,4,1,0,1,0,0.0,15209941.089553,0
264,5,2,1,1,2,612.0197826352634,14318857.248443,1
264,6,2,1,0,1,168.65161396793246,13673601.297227,1
264,7,1,1,1,0,0.0,14969536.466653,0
264,8,2,1,1,1,183.86804261439988,16189183.866314,1
264,9,1,1,1,3,695.5507011197325,11473810.383758,1
264,10,0,0,0,4,872.2771960607855,13491224.494785,1
265,1,1,0,0,1,174.83517886359107,11513249.141217,1
265,2,1,1,0,0,0.0,15731487.293052,0
265,3,1,0,2,3,272.57375385179495,14584961.582269,1
265,4,1,0,1,0,0.0,11596477.194306,0
265,5,1,0,3,3,841.3460793181803,17031828.991183,1
265,6,1,1,0,0,0.0,13668152.340949,0
265,7,1,0,0,3,786.4474265574843,12809319.817085,1
265,8,1,0,1,3,115.28115716001496,11743600.62603,1
265,9,0,0,0,1,72.66938165977851,10106077.123469,1
265,10,2,1,0,2,656.3704709163212,12484856.838867,1
266,1,2,3,0,1,265.3271907983313,14306520.055589,1
266,2,2,2,1,2,582.4781592173908,13042224.063811,1
266,3,2,2,0,2,472.0777722232998,13602676.629958,1
266,4,0,2,0,1,390.7204435432775,15197510.028038,1
266,5,0,2,0,1,487.0082296277827,8869812.685809,1
266,6,1,1,2,1,353.3646442067628,13817241.47547,1
266,7,0,3,2,2,417.94964361536,15928568.603473,1
266,8,0,2,2,3,489.20576319278445,10088614.910998,1
266,9,1,2,1,2,542.1489885882964,15714268.553885,1
266,10,1,1,1,2,637.122812566671,13335178.208376,1
267,1,2,4,0,0,0.0,17483484.063551,0
267,2,2,1,0,1,317.44913575673087,16965761.263002,1
267,3,3,0,1,0,0.0,16325780.199467,0
267,4,0,2,0,2,685.0716350406203,17394040.461821,1
267,5,1,1,1,0,0.0,14979288.348516,0
267,6,1,0,0,1,468.2876694637563,7469901.215566,1
267,7,1,0,3,2,721.3662526705266,14337501.844644,1
267,8,1,0,0,1,285.72367936197963,11243991.027842,1
267,9,1,1,3,0,0.0,15653874.71482,0
267,10,0,1,1,1,110.5307735884886,15200436.650103,1
268,1,0,0,0,1,325.85338339900426,11257487.639904,1
268,2,1,0,2,2,701.1073016292787,13805454.523895,1
268,3,2,1,0,0,0.0,13785757.646503,0
268,4,1,1,1,1,32.88031621008406,12197692.367141,1
268,5,0,1,1,2,430.56185762382415,10487020.051103,1
268,6,1,1,2,0,0.0,16062992.022973,0
268,7,0,1,2,1,222.64256517729956,16952649.053762,1
268,8,2,0,0,2,205.04433489989418,11689511.246229,1
268,9,3,0,1,0,0.0,13635827.926481,0
268,10,0,1,1,1,448.334410137148,10505397.603828,1
269,1,1,0,0,1,491.9904246481505,13769581.172532,1
269,2,1,1,1,1,488.1223407089261,14491651.88184,1
269,3,1,2,0,1,37.20459944568141,10178835.308821,1
269,4,2,0,0,3,970.0455045464005,10424671.759891,1
269,5,3,1,1,1,229.09651368464452,11979712.953157,1
269,6,0,1,1,4,730.8821110996138,11737586.76283,1
269,7,0,0,3,1,267.50639607292544,10871232.95248,1
269,8,3,2,1,1,278.0130745037106,16932230.579654,1
269,9,1,0,1,1,113.40574504693166,17572713.10129,1
269,10,0,0,0,0,0.0,10126148.130824,0
270,1,0,3,1,1,136.23340138017528,12249055.001861,1
270,2,1,1,2,2,467.23480263576823,15963208.600945,1
270,3,2,0,1,2,502.6623974918914,14770364.968056,1
270,4,3,0,0,2,536.9011742537064,16707902.825551,1
270,5,1,1,2,0,0.0,16084508.527169,0
270,6,1,1,1,2,209.31285433030527,16463465.912187,1
270,7,0,1,0,0,0.0,14257151.892067,0
270,8,4,0,1,2,939.7479809913681,13802788.613889,1
270,9,2,0,0,4,898.2299900752832,13766030.77598,1
270,10,2,0,0,0,0.0,12467842.131077,0
271,1,2,2,1,2,599.2229581791521,14752380.614683,1
271,2,0,1,0,2,315.0603068794681,10317920.14066,1
271,3,0,0,1,0,0.0,16431013.793484,0
271,4,0,3,1,2,288.8662767745745,16823610.671219,1
271,5,1,1,0,2,754.363473883771,17225611.914687,1
271,6,1,0,0,2,271.6396961696397,13779941.729262,1
271,7,0,1,1,2,425.3184864974555,10556521.880903,1
271,8,2,1,3,1,471.5383143528027,15499442.369154,1
271,9,3,1,2,0,0.0,15175145.396769,0
271,10,1,4,1,1,458.10584422979673,14138877.967638,1
272,1,1,0,1,0,0.0,13055734.377107,0
272,2,2,1,1,2,368.15862240199914,10092751.707765,1
272,3,3,1,0,0,0.0,5434751.448295,0
272,4,2,0,1,1,200.9497156443801,15169451.235896,1
272,5,0,1,3,3,946.2017815761803,15562826.209991,1
272,6,1,0,1,2,863.9023921732933,15501060.55746,1
272,7,2,1,0,1,444.154219262928,11987148.012314,1
272,8,1,0,0,0,0.0,7264819.744721,0
272,9,2,2,3,0,0.0,16331282.190051,0
272,10,1,1,3,0,0.0,10659631.683584,0
273,1,1,1,0,1,139.59194330519577,14635595.98929,1
273,2,2,2,0,0,0.0,13407893.192265,0
273,3,0,1,2,3,772.1554502263764,16171006.943896,1
273,4,1,2,2,1,403.670554636948,15167591.767161,1
273,5,1,1,1,0,0.0,11073221.437621,0
273,6,0,2,0,1,382.9688296038424,13756812.271874,1
273,7,1,0,1,0,0.0,13978046.708171,0
273,8,1,1,2,2,628.7190284574726,15254372.88939,1
273,9,1,0,1,1,148.59826923220592,6188861.125978,1
273,10,0,0,1,1,384.0927913697612,14253380.521083,1
274,1,0,1,1,0,0.0,10279134.216495,0
274,2,3,1,2,1,86.90829554717216,13367427.967227,1
274,3,1,1,2,1,190.4027850520761,13474445.985781,1
274,4,1,1,0,4,1556.4681183725713,16152302.505674,1
274,5,0,1,1,2,600.9551438657281,16003187.328194,1
274,6,2,1,0,1,474.6728888214728,10660203.930135,1
274,7,3,3,1,0,0.0,16840600.808497,0
274,8,2,1,0,0,0.0,13351734.131471,0
274,9,0,3,2,1,79.44082275621673,15671256.645667,1
274,10,1,0,2,0,0.0,15078595.593815,0
275,1,2,0,1,0,0.0,16849839.895111,0
275,2,1,0,3,0,0.0,13111466.87468,0
275,3,2,3,3,1,452.7546828537963,13200283.981388,1
275,4,1,0,0,2,108.75509773437435,13919153.284297,1
275,5,1,1,2,1,208.68593299652392,16678027.510858,1
275,6,1,1,0,1,73.47732463089692,12443392.258323,1
275,7,2,1,2,0,0.0,10996421.133376,0
275,8,0,3,4,0,0.0,7776349.961704,0
275,9,2,3,0,1,247.17578226599971,15852661.213858,1
275,10,0,1,1,2,776.6771896899473,17007429.120742,1
276,1,1,2,0,0,0.0,12920802.208019,0
276,2,2,2,0,0,0.0,14603161.996278,0
276,3,0,1,1,3,801.3157932947763,13499126.681094,1
276,4,2,2,2,0,0.0,15107865.03796,0
276,5,3,0,0,2,423.4042679937292,14558232.207186,1
276,6,1,0,0,2,266.86129843740866,13226523.376524,1
276,7,2,0,0,0,0.0,13937600.494941,0
276,8,0,0,3,1,163.30205481417912,16707997.436008,1
276,9,2,0,2,1,438.2173439606654,14291494.444083,1
276,10,2,2,1,0,0.0,16119491.320583,0
277,1,0,0,0,1,372.8037957137783,14444541.100651,1
277,2,2,1,1,1,10.439628759111445,11748474.374812,1
277,3,2,3,1,0,0.0,13373749.73271,0
277,4,0,0,2,1,406.87612760481295,3398071.531698,1
277,5,0,1,1,3,863.6371368686691,15202661.486098,1
277,6,0,2,1,3,617.7062981660829,14769124.695708,1
277,7,0,0,0,4,1199.2378968102016,17149746.209014,1
277,8,0,1,1,2,530.2832186581026,17313198.840022,1
277,9,0,1,0,2,461.4429357643281,14690094.839661,1
277,10,1,1,2,2,304.7306730611087,16234303.439183,1
278,1,1,1,0,0,0.0,14354858.552509,0
278,2,2,0,1,2,940.9824757448266,8180634.896481,1
278,3,1,1,1,1,319.6553182300103,13460106.508411,1
278,4,0,0,0,0,0.0,8333075.832068,0
278,5,1,1,0,3,641.6969129577141,16011622.602604,1
278,6,0,2,1,1,411.698478756951,14080536.196477,1
278,7,2,0,1,0,0.0,9279870.156022,0
278,8,1,0,1,0,0.0,13361643.496655,0
278,9,1,0,0,2,581.8175109586384,6975912.792513,1
278,10,3,0,0,1,186.5157935685698,15363293.858355,1
279,1,2,1,1,1,22.35733294883249,14650884.573116,1
279,2,2,1,0,0,0.0,13929371.533685,0
279,3,1,2,1,0,0.0,8753717.574923,0
279,4,1,3,0,0,0.0,13234421.683218,0
279,5,0,2,2,0,0.0,14054965.440705,0
279,6,0,2,1,0,0.0,13292453.580767,0
279,7,1,1,2,0,0.0,15046468.753883,0
279,8,3,0,1,3,947.7827968928314,12499072.057838,1
279,9,2,1,1,1,354.01279175675097,17168948.961935,1
279,10,0,0,2,2,401.26011307443014,10915345.382268,1
280,1,1,0,2,1,415.4538903862343,7783237.649314,1
280,2,1,2,1,2,315.3991950747698,14584126.897653,1
280,3,2,2,2,0,0.0,15408094.446454,0
280,4,1,1,0,1,351.2853482495709,6599393.613539,1
280,5,0,1,0,0,0.0,8154330.7399,0
280,6,2,1,2,1,228.7269450817537,16507771.610671,1
280,7,1,2,1,0,0.0,9651359.021269,0
280,8,2,0,0,0,0.0,17010277.971056,0
280,9,1,1,2,0,0.0,11784285.565239,0
280,10,1,0,1,1,16.52511526467557,12907748.411544,1
281,1,1,0,1,1,217.6259519172293,7950361.483434,1
281,2,1,0,3,1,327.218923819007,16242977.932111,1
281,3,1,1,0,2,373.5790275713415,15423910.41422,1
281,4,1,0,1,0,0.0,16160350.872623,0
281,5,0,2,1,0,0.0,15026535.456309,0
281,6,0,1,2,1,300.70238406159604,12168324.648736,1
281,7,1,0,0,3,623.7117771498554,13106851.180507,1
281,8,0,2,2,1,73.29071360346016,14446639.080178,1
281,9,0,3,1,0,0.0,16507173.150754,0
281,10,1,2,0,1,468.871810373714,12404805.171975,1
282,1,2,0,2,1,180.20739694029,17643690.54222,1
282,2,0,1,0,1,229.06332397681368,13630616.112769,1
282,3,1,0,1,1,183.81117563605017,8262971.384724,1
282,4,0,4,0,0,0.0,17483886.842468,0
282,5,2,0,1,0,0.0,8909496.283869,0
282,6,1,0,0,2,234.89157842346683,11423349.780551,1
282,7,1,2,2,2,659.7143505957698,15806946.728461,1
282,8,0,2,0,0,0.0,9795388.533663,0
282,9,0,1,2,1,85.6917847250102,4202111.148958,1
282,10,1,3,0,0,0.0,8037902.529567,0
283,1,2,0,0,0,0.0,12152140.378986,0
283,2,2,1,1,2,388.3869139497946,15172205.817756,1
283,3,2,1,0,0,0.0,11492876.682166,0
283,4,1,0,4,0,0.0,15821497.196156,0
283,5,1,0,0,2,852.7945651869683,17047007.731138,1
283,6,0,0,1,2,428.55443857064154,13616469.392875,1
283,7,1,1,1,0,0.0,7805287.857587,0
283,8,2,3,1,2,388.45328334269095,16657237.119014,1
283,9,1,4,2,2,64.90063511440502,17128182.307468,1
283,10,0,0,0,3,747.1191580875517,16066647.551586,1
284,1,0,1,1,0,0.0,13413328.673825,0
284,2,3,0,1,1,410.04552854104304,11654915.833217,1
284,3,0,2,1,1,283.9507011193767,15229790.043476,1
284,4,0,1,2,1,314.21471934019746,15509251.178231,1
284,5,1,1,0,0,0.0,16308070.431612,0
284,6,4,0,1,0,0.0,13899180.695804,0
284,7,0,1,2,0,0.0,10844014.188093,0
284,8,0,2,2,0,0.0,14961243.276379,0
284,9,0,3,0,2,440.7639358179558,16130551.599861,1
284,10,1,0,2,1,384.21341157236265,10875914.838151,1
285,1,0,2,0,2,98.83643387010552,12407811.092058,1
285,2,2,2,0,1,89.38521392146643,17232164.1113,1
285,3,1,0,2,0,0.0,10373246.109541,0
285,4,1,1,0,0,0.0,15671980.485441,0
285,5,1,1,2,0,0.0,8919415.125935,0
285,6,0,2,2,1,402.2546132026265,17529370.785834,1
285,7,1,2,1,0,0.0,13865707.60115,0
285,8,0,0,3,1,140.64929156195518,8639039.062284,1
285,9,1,1,2,0,0.0,11062531.931319,0
285,10,0,4,3,0,0.0,13643706.637212,0
286,1,1,1,1,2,609.5292408733328,11740036.284424,1
286,2,0,2,1,2,471.9393131787434,13867777.377413,1
286,3,1,0,0,3,1266.8438015625034,7943567.345006,1
286,4,2,1,2,2,754.1942645939318,16723203.871392,1
286,5,0,2,2,1,487.4002129161591,13953889.635415,1
286,6,1,0,3,1,306.7327297417829,16082593.892336,1
286,7,2,0,1,3,602.3245439308531,16430998.32686,1
286,8,1,1,1,2,791.4996224680558,8891545.703652,1
286,9,1,4,1,2,525.1526650698592,12921749.483818,1
286,10,1,0,0,0,0.0,15358646.794828,0
287,1,2,1,0,0,0.0,12032533.547933,0
287,2,1,0,2,0,0.0,13413094.900592,0
287,3,3,1,1,0,0.0,14191751.151177,0
287,4,2,0,0,0,0.0,12907165.670321,0
287,5,0,0,1,1,399.4857249107154,14006856.599062,1
287,6,0,0,2,0,0.0,14122524.791607,0
287,7,0,0,2,1,177.74789107970332,11771083.161198,1
287,8,0,1,0,2,706.0015183198909,15542689.743434,1
287,9,1,1,2,1,499.1366623114422,14989126.319219,1
287,10,1,2,1,1,61.395841872168646,14088923.892438,1
288,1,1,1,0,1,429.5531086118962,11499800.807411,1
288,2,3,2,2,0,0.0,15659026.423294,0
288,3,0,1,0,2,710.6178300551985,8593142.48797,1
288,4,0,1,0,3,782.6821931853824,15156453.64639,1
288,5,2,0,2,0,0.0,16058899.50735,0
288,6,1,1,1,1,112.9560693820544,12914284.257419,1
288,7,0,0,1,1,449.11688661087015,13843687.712886,1
288,8,1,3,1,0,0.0,9587816.087901,0
288,9,1,0,2,0,0.0,15810776.970779,0
288,10,0,2,3,1,413.207496304644,9227458.56365,1
289,1,0,1,2,0,0.0,10056393.915072,0
289,2,0,0,1,3,941.0249429785084,16419735.525219,1
289,3,1,0,2,1,376.9124787291354,10578169.883587,1
289,4,0,2,1,0,0.0,10164040.542251,0
289,5,1,0,1,1,270.46461331121054,7329815.254181,1
289,6,0,0,0,0,0.0,13861909.399915,0
289,7,1,1,2,0,0.0,16121416.891058,0
289,8,0,1,2,4,1221.2180483619618,15969005.310966,1
289,9,1,1,2,2,858.0665177104352,13944365.159009,1
289,10,1,1,3,0,0.0,11240348.13441,0
290,1,1,0,1,2,657.5532582174037,9004443.25003,1
290,2,1,0,2,0,0.0,12686356.37658,0
290,3,1,2,1,0,0.0,8780231.200829,0
290,4,1,1,1,1,395.72702116226446,13276328.701334,1
290,5,0,0,1,2,370.82156155059556,13796003.398579,1
290,6,2,3,0,0,0.0,13261645.235006,0
290,7,0,0,2,2,621.6438026759292,12733725.285873,1
290,8,1,1,0,0,0.0,16198743.56455,0
290,9,1,1,0,1,329.12386067281534,13897712.97712,1
290,10,0,4,1,0,0.0,7035025.341227,0
291,1,0,0,3,0,0.0,12539873.40167,0
291,2,1,1,0,0,0.0,11385973.956351,0
291,3,4,1,0,1,487.2186331574593,13034486.077656,1
291,4,2,1,0,2,551.3214608263709,11957040.606569,1
291,5,0,0,2,0,0.0,14948284.306542,0
291,6,2,1,1,0,0.0,12651082.288985,0
291,7,0,0,0,2,512.6670372901057,10381470.551121,1
291,8,2,1,2,1,37.43618292482566,14102612.799659,1
291,9,0,0,2,1,66.2558873872548,4877438.74098,1
291,10,1,2,1,2,920.6564271775787,12384529.179884,1
292,1,2,3,1,0,0.0,15609296.726832,0
292,2,3,0,0,1,46.76304970382836,11852417.174941,1
292,3,0,0,3,1,244.4095530608924,13525438.981134,1
292,4,0,1,0,0,0.0,16503455.666537,0
292,5,0,1,2,0,0.0,11033275.817245,0
292,6,1,1,0,1,239.9326238414309,14736216.725438,1
292,7,0,2,3,0,0.0,15198583.258448,0
292,8,2,0,1,0,0.0,12988630.567718,0
292,9,1,1,1,2,405.1445541571014,11790104.472028,1
292,10,0,2,0,0,0.0,13935425.042853,0
293,1,1,0,1,1,177.42787782209473,14632048.175845,1
293,2,0,1,2,2,323.8022996633809,13221087.406406,1
293,3,0,0,1,2,193.26112627685683,16617310.91772,1
293,4,2,0,1,0,0.0,13588856.201883,0
293,5,1,1,2,0,0.0,11566960.954022,0
293,6,1,3,2,1,142.88155391820126,16105201.958079,1
293,7,2,1,2,0,0.0,10635460.4532,0
293,8,1,1,1,2,472.0064914077858,8960274.648378,1
293,9,3,0,1,0,0.0,9438938.260479,0
293,10,1,2,0,1,402.6593082166175,12381320.739262,1
294,1,2,1,1,1,303.3748346469133,11151557.089914,1
294,2,0,2,1,3,642.6585676418562,9761307.602531,1
294,3,0,2,0,1,246.19104100876996,10936608.715926,1
294,4,0,1,2,0,0.0,10449007.012737,0
294,5,1,1,1,0,0.0,11661482.718252,0
294,6,3,0,0,0,0.0,10088810.636936,0
294,7,2,2,1,0,0.0,13028695.100934,0
294,8,2,2,2,1,123.82316819639348,13800542.126982,1
294,9,2,0,3,0,0.0,15388986.939241,0
294,10,0,0,1,1,22.191896910348664,7183177.755591,1
295,1,0,1,1,2,281.98537560232484,12672613.580023,1
295,2,1,0,0,3,1170.3267741641012,11161322.304608,1
295,3,2,1,1,0,0.0,14326591.529705,0
295,4,0,1,3,1,197.66074555205756,15053458.827632,1
295,5,2,0,0,3,1107.3928372403677,14944585.385726,1
295,6,2,0,0,0,0.0,12323637.130363,0
295,7,2,2,1,1,405.0365304197933,15224952.77115,1
295,8,3,2,0,3,800.1462196682801,15237195.523409,1
295,9,1,2,1,2,357.13610499497884,12368456.460298,1
295,10,3,1,0,1,16.348221836010097,13824817.205057,1
296,1,0,3,1,0,0.0,7034680.917594,0
296,2,0,0,1,2,417.79184642605003,16029832.495526,1
296,3,0,1,0,0,0.0,14700188.807324,0
296,4,2,0,0,2,579.629579393941,15726115.354318,1
296,5,2,1,0,2,602.0392097203779,16743564.836394,1
296,6,0,2,1,1,29.976840215330405,11762806.322563,1
296,7,1,1,1,0,0.0,13528933.297984,0
296,8,0,2,0,0,0.0,16729269.938341,0
296,9,1,1,1,0,0.0,11743015.942242,0
296,10,0,1,0,0,0.0,9381597.957861,0
297,1,0,1,1,2,803.7462264814556,14376326.338705,1
297,2,1,3,1,0,0.0,16805830.019152,0
297,3,1,1,2,1,183.78499459152252,9524260.405741,1
297,4,2,1,0,0,0.0,11874227.265195,0
297,5,1,1,1,2,248.2034078762672,15484459.458857,1
297,6,2,0,1,1,99.53594012676436,10904244.943623,1
297,7,1,3,1,0,0.0,10724354.953716,0
297,8,1,0,2,0,0.0,8722982.298749,0
297,9,3,0,2,1,490.4785967887071,13142634.651475,1
297,10,1,0,2,2,351.7884139243118,15532753.320081,1
298,1,1,2,1,1,210.13443979494684,13305668.006619,1
298,2,0,0,1,1,248.01394381128583,15376466.847419,1
298,3,0,0,0,1,154.9531681706491,14335527.285565,1
298,4,3,1,1,1,36.5538754418845,14844281.039729,1
298,5,1,1,0,3,440.9343023248193,11117606.756535,1
298,6,0,1,0,1,89.40971718216646,10151158.402447,1
298,7,1,2,0,2,229.59144218441745,14470064.105753,1
298,8,0,3,0,0,0.0,14702092.820475,0
298,9,2,3,1,3,420.6911578186821,15724602.010076,1
298,10,1,2,1,0,0.0,14348245.091591,0
299,1,1,0,2,1,68.5121684486555,15846600.848331,1
299,2,0,1,1,2,368.7656411446166,11699815.585283,1
299,3,0,2,0,0,0.0,12901603.095304,0
299,4,1,0,2,2,272.74267794551656,16739636.095666,1
299,5,1,2,1,0,0.0,16134122.11138,0
299,6,1,2,1,0,0.0,10979682.561025,0
299,7,1,1,0,4,1120.9467972474483,14489998.153112,1
299,8,1,1,0,1,109.527947470015,12133682.949623,1
